120.37 | 120.37 | 129.385 | 132.39 | 123.375 | 126.38 | 
120.37 | 120.373 | 129.382 | 132.39 | 123.382 | 132.39 | 
120.37 | 120.376 | 129.38 | 132.39 | 123.389 | 132.39 | 
120.37 | 120.378 | 129.377 | 132.39 | 123.396 | 132.39 | 
120.37 | 120.381 | 129.374 | 132.391 | 123.403 | 132.39 | 
120.37 | 120.383 | 129.372 | 132.391 | 123.409 | 132.39 | 
120.37 | 120.385 | 129.369 | 132.391 | 123.416 | 132.39 | 
120.37 | 120.388 | 129.366 | 132.391 | 123.423 | 132.39 | 
120.37 | 120.39 | 129.364 | 132.391 | 123.43 | 132.39 | 
120.37 | 120.392 | 129.361 | 132.392 | 123.436 | 132.39 | 
120.37 | 120.394 | 129.359 | 132.392 | 123.443 | 132.39 | 
120.37 | 120.396 | 129.356 | 132.392 | 123.449 | 132.39 | 
120.37 | 120.398 | 129.353 | 132.392 | 123.456 | 132.39 | 
120.37 | 120.4 | 129.351 | 132.392 | 123.463 | 132.39 | 
120.37 | 120.402 | 129.348 | 132.393 | 123.469 | 132.39 | 
120.37 | 120.404 | 129.346 | 132.393 | 123.476 | 132.39 | 
120.37 | 120.406 | 129.343 | 132.393 | 123.482 | 132.39 | 
120.37 | 120.408 | 129.341 | 132.393 | 123.489 | 132.39 | 
120.37 | 120.41 | 129.338 | 132.393 | 123.495 | 132.39 | 
120.37 | 120.412 | 129.336 | 132.393 | 123.502 | 132.39 | 
120.37 | 120.414 | 129.333 | 132.394 | 123.509 | 132.39 | 
120.37 | 120.416 | 129.33 | 132.394 | 123.515 | 132.39 | 
120.37 | 120.418 | 129.328 | 132.394 | 123.522 | 132.39 | 
120.37 | 120.42 | 129.325 | 132.394 | 123.528 | 132.39 | 
120.37 | 120.422 | 129.323 | 132.394 | 123.535 | 132.39 | 
120.37 | 120.424 | 129.32 | 132.394 | 123.541 | 132.39 | 
120.37 | 120.426 | 129.318 | 132.394 | 123.548 | 132.39 | 
120.37 | 120.428 | 129.315 | 132.394 | 123.554 | 132.39 | 
120.37 | 120.43 | 129.313 | 132.395 | 123.561 | 132.39 | 
120.37 | 120.431 | 129.31 | 132.395 | 123.567 | 132.39 | 
120.37 | 120.433 | 129.308 | 132.395 | 123.573 | 132.39 | 
120.37 | 120.435 | 129.305 | 132.395 | 123.58 | 132.39 | 
120.37 | 120.437 | 129.302 | 132.395 | 123.586 | 132.39 | 
120.37 | 120.439 | 129.3 | 132.395 | 123.593 | 132.39 | 
120.37 | 120.441 | 129.297 | 132.395 | 123.599 | 132.39 | 
120.37 | 120.443 | 129.295 | 132.395 | 123.606 | 132.39 | 
120.37 | 120.445 | 129.292 | 132.395 | 123.612 | 132.39 | 
120.37 | 120.446 | 129.29 | 132.395 | 123.619 | 132.39 | 
120.37 | 120.448 | 129.287 | 132.395 | 123.625 | 132.39 | 
120.37 | 120.45 | 129.285 | 132.395 | 123.632 | 132.39 | 
120.37 | 120.452 | 129.282 | 132.396 | 123.638 | 132.39 | 
120.37 | 120.454 | 129.279 | 132.396 | 123.644 | 132.39 | 
120.37 | 120.456 | 129.277 | 132.396 | 123.651 | 132.39 | 
120.37 | 120.457 | 129.274 | 132.396 | 123.657 | 132.39 | 
120.37 | 120.459 | 129.272 | 132.396 | 123.664 | 132.39 | 
120.37 | 120.461 | 129.269 | 132.396 | 123.67 | 132.39 | 
120.37 | 120.463 | 129.267 | 132.396 | 123.677 | 132.39 | 
120.37 | 120.465 | 129.264 | 132.396 | 123.683 | 132.39 | 
120.37 | 120.467 | 129.262 | 132.396 | 123.689 | 132.39 | 
120.37 | 120.468 | 129.259 | 132.396 | 123.696 | 132.39 | 
120.37 | 120.47 | 129.256 | 132.396 | 123.702 | 132.39 | 
120.37 | 120.472 | 129.254 | 132.396 | 123.709 | 132.39 | 
120.37 | 120.474 | 129.251 | 132.396 | 123.715 | 132.39 | 
120.37 | 120.476 | 129.249 | 132.396 | 123.721 | 132.39 | 
120.37 | 120.477 | 129.246 | 132.396 | 123.728 | 132.39 | 
120.37 | 120.479 | 129.244 | 132.396 | 123.734 | 132.39 | 
120.37 | 120.481 | 129.241 | 132.396 | 123.74 | 132.39 | 
120.37 | 120.483 | 129.239 | 132.396 | 123.747 | 132.39 | 
120.37 | 120.485 | 129.236 | 132.396 | 123.753 | 132.39 | 
120.37 | 120.486 | 129.234 | 132.396 | 123.76 | 132.39 | 
120.37 | 120.488 | 129.231 | 132.396 | 123.766 | 132.39 | 
120.37 | 120.49 | 129.229 | 132.397 | 123.772 | 132.39 | 
120.37 | 120.492 | 129.226 | 132.397 | 123.779 | 132.39 | 
120.37 | 120.494 | 129.224 | 132.397 | 123.785 | 132.39 | 
120.37 | 120.495 | 129.221 | 132.397 | 123.791 | 132.39 | 
120.37 | 120.497 | 129.218 | 132.397 | 123.798 | 132.39 | 
120.37 | 120.499 | 129.216 | 132.397 | 123.804 | 132.39 | 
