160 | 160 | 155.997 | 151.993 | 147.99 | 
160 | 159.621 | 156.009 | 152 | 147.99 | 
160 | 159.264 | 155.982 | 152.007 | 147.99 | 
160 | 158.931 | 155.922 | 152.011 | 147.99 | 
160 | 158.622 | 155.832 | 152.009 | 147.99 | 
160 | 158.337 | 155.717 | 151.998 | 147.99 | 
160 | 158.076 | 155.581 | 151.977 | 147.99 | 
160 | 157.838 | 155.43 | 151.943 | 147.99 | 
160 | 157.624 | 155.266 | 151.897 | 147.99 | 
160 | 157.433 | 155.094 | 151.837 | 147.99 | 
160 | 157.262 | 154.917 | 151.765 | 147.99 | 
160 | 157.112 | 154.738 | 151.679 | 147.99 | 
160 | 156.982 | 154.56 | 151.581 | 147.99 | 
160 | 156.869 | 154.386 | 151.472 | 147.99 | 
160 | 156.773 | 154.217 | 151.353 | 147.99 | 
160 | 156.692 | 154.057 | 151.225 | 147.99 | 
160 | 156.626 | 153.905 | 151.089 | 147.99 | 
160 | 156.571 | 153.764 | 150.947 | 147.99 | 
160 | 156.528 | 153.633 | 150.8 | 147.99 | 
160 | 156.495 | 153.515 | 150.65 | 147.99 | 
160 | 156.47 | 153.409 | 150.497 | 147.99 | 
160 | 156.453 | 153.316 | 150.345 | 147.99 | 
160 | 156.442 | 153.235 | 150.192 | 147.99 | 
160 | 156.436 | 153.166 | 150.042 | 147.99 | 
160 | 156.434 | 153.109 | 149.895 | 147.99 | 
160 | 156.435 | 153.064 | 149.751 | 147.99 | 
160 | 156.439 | 153.029 | 149.612 | 147.99 | 
160 | 156.444 | 153.004 | 149.479 | 147.99 | 
160 | 156.451 | 152.988 | 149.352 | 147.99 | 
160 | 156.457 | 152.981 | 149.232 | 147.99 | 
160 | 156.464 | 152.981 | 149.119 | 147.99 | 
160 | 156.471 | 152.988 | 149.013 | 147.99 | 
160 | 156.476 | 153.001 | 148.915 | 147.99 | 
160 | 156.481 | 153.018 | 148.824 | 147.99 | 
160 | 156.484 | 153.04 | 148.741 | 147.99 | 
160 | 156.486 | 153.065 | 148.666 | 147.99 | 
160 | 156.487 | 153.092 | 148.598 | 147.99 | 
160 | 156.486 | 153.122 | 148.537 | 147.99 | 
160 | 156.483 | 153.152 | 148.483 | 147.99 | 
160 | 156.479 | 153.183 | 148.436 | 147.99 | 
160 | 156.474 | 153.214 | 148.395 | 147.99 | 
160 | 156.467 | 153.245 | 148.359 | 147.99 | 
160 | 156.459 | 153.275 | 148.329 | 147.99 | 
160 | 156.449 | 153.304 | 148.304 | 147.99 | 
160 | 156.439 | 153.331 | 148.284 | 147.99 | 
160 | 156.428 | 153.357 | 148.268 | 147.99 | 
160 | 156.416 | 153.381 | 148.255 | 147.99 | 
160 | 156.404 | 153.403 | 148.245 | 147.99 | 
160 | 156.391 | 153.422 | 148.239 | 147.99 | 
160 | 156.378 | 153.44 | 148.234 | 147.99 | 
160 | 156.365 | 153.455 | 148.232 | 147.99 | 
160 | 156.352 | 153.468 | 148.231 | 147.99 | 
160 | 156.339 | 153.479 | 148.232 | 147.99 | 
160 | 156.326 | 153.488 | 148.234 | 147.99 | 
160 | 156.314 | 153.495 | 148.237 | 147.99 | 
160 | 156.302 | 153.5 | 148.24 | 147.99 | 
160 | 156.29 | 153.503 | 148.244 | 147.99 | 
160 | 156.279 | 153.505 | 148.247 | 147.99 | 
160 | 156.268 | 153.506 | 148.251 | 147.99 | 
160 | 156.259 | 153.505 | 148.255 | 147.99 | 
160 | 156.249 | 153.503 | 148.258 | 147.99 | 
160 | 156.241 | 153.5 | 148.261 | 147.99 | 
160 | 156.233 | 153.497 | 148.264 | 147.99 | 
160 | 156.226 | 153.492 | 148.266 | 147.99 | 
160 | 156.22 | 153.488 | 148.267 | 147.99 | 
160 | 156.214 | 153.482 | 148.268 | 147.99 | 
160 | 156.209 | 153.477 | 148.269 | 147.99 | 
160 | 156.204 | 153.471 | 148.268 | 147.99 | 
160 | 156.2 | 153.465 | 148.268 | 147.99 | 
160 | 156.197 | 153.46 | 148.267 | 147.99 | 
160 | 156.194 | 153.454 | 148.265 | 147.99 | 
160 | 156.192 | 153.449 | 148.263 | 147.99 | 
160 | 156.19 | 153.443 | 148.261 | 147.99 | 
160 | 156.189 | 153.438 | 148.258 | 147.99 | 
160 | 156.188 | 153.434 | 148.255 | 147.99 | 
160 | 156.187 | 153.43 | 148.252 | 147.99 | 
160 | 156.186 | 153.426 | 148.249 | 147.99 | 
160 | 156.186 | 153.422 | 148.245 | 147.99 | 
160 | 156.186 | 153.419 | 148.242 | 147.99 | 
160 | 156.186 | 153.416 | 148.238 | 147.99 | 
160 | 156.187 | 153.414 | 148.234 | 147.99 | 
160 | 156.187 | 153.412 | 148.231 | 147.99 | 
160 | 156.187 | 153.411 | 148.227 | 147.99 | 
160 | 156.188 | 153.409 | 148.224 | 147.99 | 
160 | 156.189 | 153.408 | 148.221 | 147.99 | 
160 | 156.189 | 153.408 | 148.218 | 147.99 | 
160 | 156.19 | 153.407 | 148.215 | 147.99 | 
160 | 156.19 | 153.407 | 148.212 | 147.99 | 
160 | 156.191 | 153.407 | 148.21 | 147.99 | 
160 | 156.191 | 153.408 | 148.207 | 147.99 | 
160 | 156.192 | 153.408 | 148.205 | 147.99 | 
160 | 156.192 | 153.409 | 148.203 | 147.99 | 
160 | 156.193 | 153.409 | 148.202 | 147.99 | 
160 | 156.193 | 153.41 | 148.2 | 147.99 | 
160 | 156.193 | 153.411 | 148.199 | 147.99 | 
160 | 156.194 | 153.412 | 148.198 | 147.99 | 
160 | 156.194 | 153.413 | 148.197 | 147.99 | 
160 | 156.194 | 153.414 | 148.196 | 147.99 | 
160 | 156.194 | 153.414 | 148.196 | 147.99 | 
160 | 156.194 | 153.415 | 148.196 | 147.99 | 
160 | 156.194 | 153.416 | 148.195 | 147.99 | 
160 | 156.194 | 153.417 | 148.195 | 147.99 | 
160 | 156.194 | 153.418 | 148.195 | 147.99 | 
160 | 156.193 | 153.418 | 148.196 | 147.99 | 
160 | 156.193 | 153.419 | 148.196 | 147.99 | 
160 | 156.193 | 153.42 | 148.196 | 147.99 | 
160 | 156.193 | 153.42 | 148.197 | 147.99 | 
160 | 156.193 | 153.421 | 148.197 | 147.99 | 
160 | 156.192 | 153.421 | 148.198 | 147.99 | 
160 | 156.192 | 153.421 | 148.198 | 147.99 | 
160 | 156.192 | 153.421 | 148.199 | 147.99 | 
160 | 156.192 | 153.422 | 148.2 | 147.99 | 
160 | 156.192 | 153.422 | 148.2 | 147.99 | 
160 | 156.191 | 153.422 | 148.201 | 147.99 | 
160 | 156.191 | 153.422 | 148.202 | 147.99 | 
160 | 156.191 | 153.422 | 148.202 | 147.99 | 
160 | 156.191 | 153.422 | 148.203 | 147.99 | 
160 | 156.191 | 153.421 | 148.204 | 147.99 | 
160 | 156.191 | 153.421 | 148.204 | 147.99 | 
160 | 156.19 | 153.421 | 148.205 | 147.99 | 
160 | 156.19 | 153.421 | 148.205 | 147.99 | 
160 | 156.19 | 153.421 | 148.206 | 147.99 | 
160 | 156.19 | 153.42 | 148.206 | 147.99 | 
160 | 156.19 | 153.42 | 148.207 | 147.99 | 
160 | 156.19 | 153.42 | 148.207 | 147.99 | 
160 | 156.19 | 153.42 | 148.208 | 147.99 | 
160 | 156.19 | 153.419 | 148.208 | 147.99 | 
160 | 156.19 | 153.419 | 148.209 | 147.99 | 
160 | 156.19 | 153.419 | 148.209 | 147.99 | 
160 | 156.19 | 153.419 | 148.21 | 147.99 | 
160 | 156.191 | 153.419 | 148.21 | 147.99 | 
160 | 156.191 | 153.418 | 148.211 | 147.99 | 
160 | 156.191 | 153.418 | 148.211 | 147.99 | 
160 | 156.191 | 153.418 | 148.211 | 147.99 | 
160 | 156.191 | 153.418 | 148.212 | 147.99 | 
160 | 156.191 | 153.418 | 148.212 | 147.99 | 
160 | 156.191 | 153.417 | 148.212 | 147.99 | 
160 | 156.191 | 153.417 | 148.213 | 147.99 | 
160 | 156.192 | 153.417 | 148.213 | 147.99 | 
160 | 156.192 | 153.417 | 148.214 | 147.99 | 
160 | 156.192 | 153.417 | 148.214 | 147.99 | 
160 | 156.192 | 153.417 | 148.214 | 147.99 | 
160 | 156.192 | 153.417 | 148.215 | 147.99 | 
160 | 156.192 | 153.417 | 148.215 | 147.99 | 
160 | 156.192 | 153.417 | 148.215 | 147.99 | 
160 | 156.193 | 153.416 | 148.216 | 147.99 | 
160 | 156.193 | 153.416 | 148.216 | 147.99 | 
160 | 156.193 | 153.416 | 148.217 | 147.99 | 
160 | 156.193 | 153.416 | 148.217 | 147.99 | 
160 | 156.193 | 153.416 | 148.218 | 147.99 | 
160 | 156.193 | 153.416 | 148.218 | 147.99 | 
160 | 156.193 | 153.416 | 148.218 | 147.99 | 
160 | 156.194 | 153.416 | 148.219 | 147.99 | 
160 | 156.194 | 153.416 | 148.219 | 147.99 | 
160 | 156.194 | 153.416 | 148.22 | 147.99 | 
160 | 156.194 | 153.416 | 148.22 | 147.99 | 
160 | 156.194 | 153.416 | 148.221 | 147.99 | 
160 | 156.194 | 153.416 | 148.221 | 147.99 | 
160 | 156.194 | 153.416 | 148.222 | 147.99 | 
160 | 156.194 | 153.416 | 148.222 | 147.99 | 
160 | 156.195 | 153.416 | 148.222 | 147.99 | 
160 | 156.195 | 153.416 | 148.223 | 147.99 | 
160 | 156.195 | 153.416 | 148.223 | 147.99 | 
160 | 156.195 | 153.416 | 148.224 | 147.99 | 
160 | 156.195 | 153.416 | 148.224 | 147.99 | 
160 | 156.195 | 153.415 | 148.225 | 147.99 | 
160 | 156.195 | 153.415 | 148.225 | 147.99 | 
160 | 156.195 | 153.415 | 148.226 | 147.99 | 
160 | 156.195 | 153.415 | 148.226 | 147.99 | 
160 | 156.196 | 153.415 | 148.227 | 147.99 | 
160 | 156.196 | 153.415 | 148.227 | 147.99 | 
160 | 156.196 | 153.415 | 148.228 | 147.99 | 
160 | 156.196 | 153.415 | 148.228 | 147.99 | 
160 | 156.196 | 153.415 | 148.229 | 147.99 | 
160 | 156.196 | 153.415 | 148.229 | 147.99 | 
160 | 156.196 | 153.415 | 148.23 | 147.99 | 
160 | 156.196 | 153.415 | 148.23 | 147.99 | 
160 | 156.197 | 153.415 | 148.231 | 147.99 | 
160 | 156.197 | 153.415 | 148.231 | 147.99 | 
160 | 156.197 | 153.415 | 148.232 | 147.99 | 
160 | 156.197 | 153.414 | 148.232 | 147.99 | 
160 | 156.197 | 153.414 | 148.233 | 147.99 | 
160 | 156.197 | 153.414 | 148.233 | 147.99 | 
160 | 156.197 | 153.414 | 148.234 | 147.99 | 
160 | 156.197 | 153.414 | 148.234 | 147.99 | 
160 | 156.197 | 153.414 | 148.234 | 147.99 | 
160 | 156.198 | 153.414 | 148.235 | 147.99 | 
160 | 156.198 | 153.414 | 148.235 | 147.99 | 
160 | 156.198 | 153.414 | 148.236 | 147.99 | 
160 | 156.198 | 153.414 | 148.236 | 147.99 | 
160 | 156.198 | 153.414 | 148.237 | 147.99 | 
160 | 156.198 | 153.414 | 148.237 | 147.99 | 
160 | 156.198 | 153.414 | 148.238 | 147.99 | 
160 | 156.198 | 153.414 | 148.238 | 147.99 | 
160 | 156.199 | 153.413 | 148.239 | 147.99 | 
160 | 156.199 | 153.413 | 148.239 | 147.99 | 
160 | 156.199 | 153.413 | 148.24 | 147.99 | 
160 | 156.199 | 153.413 | 148.24 | 147.99 | 
160 | 156.199 | 153.413 | 148.241 | 147.99 | 
160 | 156.199 | 153.413 | 148.241 | 147.99 | 
160 | 156.199 | 153.413 | 148.242 | 147.99 | 
160 | 156.199 | 153.413 | 148.242 | 147.99 | 
160 | 156.2 | 153.413 | 148.243 | 147.99 | 
160 | 156.2 | 153.413 | 148.243 | 147.99 | 
160 | 156.2 | 153.413 | 148.243 | 147.99 | 
160 | 156.2 | 153.413 | 148.244 | 147.99 | 
160 | 156.2 | 153.413 | 148.244 | 147.99 | 
160 | 156.2 | 153.413 | 148.245 | 147.99 | 
160 | 156.2 | 153.413 | 148.245 | 147.99 | 
160 | 156.2 | 153.413 | 148.246 | 147.99 | 
160 | 156.201 | 153.412 | 148.246 | 147.99 | 
160 | 156.201 | 153.412 | 148.247 | 147.99 | 
160 | 156.201 | 153.412 | 148.247 | 147.99 | 
160 | 156.201 | 153.412 | 148.248 | 147.99 | 
160 | 156.201 | 153.412 | 148.248 | 147.99 | 
160 | 156.201 | 153.412 | 148.249 | 147.99 | 
160 | 156.201 | 153.412 | 148.249 | 147.99 | 
160 | 156.201 | 153.412 | 148.25 | 147.99 | 
160 | 156.201 | 153.412 | 148.25 | 147.99 | 
160 | 156.202 | 153.412 | 148.251 | 147.99 | 
160 | 156.202 | 153.412 | 148.251 | 147.99 | 
160 | 156.202 | 153.412 | 148.252 | 147.99 | 
160 | 156.202 | 153.412 | 148.252 | 147.99 | 
160 | 156.202 | 153.412 | 148.252 | 147.99 | 
160 | 156.202 | 153.412 | 148.253 | 147.99 | 
160 | 156.202 | 153.412 | 148.253 | 147.99 | 
160 | 156.202 | 153.411 | 148.254 | 147.99 | 
160 | 156.203 | 153.411 | 148.254 | 147.99 | 
160 | 156.203 | 153.411 | 148.255 | 147.99 | 
160 | 156.203 | 153.411 | 148.255 | 147.99 | 
160 | 156.203 | 153.411 | 148.256 | 147.99 | 
160 | 156.203 | 153.411 | 148.256 | 147.99 | 
160 | 156.203 | 153.411 | 148.257 | 147.99 | 
160 | 156.203 | 153.411 | 148.257 | 147.99 | 
160 | 156.203 | 153.411 | 148.258 | 147.99 | 
160 | 156.204 | 153.411 | 148.258 | 147.99 | 
160 | 156.204 | 153.411 | 148.259 | 147.99 | 
160 | 156.204 | 153.411 | 148.259 | 147.99 | 
160 | 156.204 | 153.411 | 148.26 | 147.99 | 
160 | 156.204 | 153.411 | 148.26 | 147.99 | 
160 | 156.204 | 153.411 | 148.26 | 147.99 | 
160 | 156.204 | 153.411 | 148.261 | 147.99 | 
160 | 156.204 | 153.411 | 148.261 | 147.99 | 
160 | 156.204 | 153.41 | 148.262 | 147.99 | 
160 | 156.205 | 153.41 | 148.262 | 147.99 | 
160 | 156.205 | 153.41 | 148.263 | 147.99 | 
160 | 156.205 | 153.41 | 148.263 | 147.99 | 
160 | 156.205 | 153.41 | 148.264 | 147.99 | 
160 | 156.205 | 153.41 | 148.264 | 147.99 | 
160 | 156.205 | 153.41 | 148.265 | 147.99 | 
160 | 156.205 | 153.41 | 148.265 | 147.99 | 
160 | 156.205 | 153.41 | 148.266 | 147.99 | 
160 | 156.206 | 153.41 | 148.266 | 147.99 | 
160 | 156.206 | 153.41 | 148.267 | 147.99 | 
160 | 156.206 | 153.41 | 148.267 | 147.99 | 
160 | 156.206 | 153.41 | 148.268 | 147.99 | 
160 | 156.206 | 153.41 | 148.268 | 147.99 | 
160 | 156.206 | 153.41 | 148.268 | 147.99 | 
160 | 156.206 | 153.41 | 148.269 | 147.99 | 
160 | 156.206 | 153.41 | 148.269 | 147.99 | 
160 | 156.206 | 153.409 | 148.27 | 147.99 | 
160 | 156.207 | 153.409 | 148.27 | 147.99 | 
160 | 156.207 | 153.409 | 148.271 | 147.99 | 
160 | 156.207 | 153.409 | 148.271 | 147.99 | 
160 | 156.207 | 153.409 | 148.272 | 147.99 | 
160 | 156.207 | 153.409 | 148.272 | 147.99 | 
160 | 156.207 | 153.409 | 148.273 | 147.99 | 
160 | 156.207 | 153.409 | 148.273 | 147.99 | 
160 | 156.207 | 153.409 | 148.274 | 147.99 | 
160 | 156.207 | 153.409 | 148.274 | 147.99 | 
160 | 156.208 | 153.409 | 148.275 | 147.99 | 
160 | 156.208 | 153.409 | 148.275 | 147.99 | 
160 | 156.208 | 153.409 | 148.275 | 147.99 | 
160 | 156.208 | 153.409 | 148.276 | 147.99 | 
160 | 156.208 | 153.409 | 148.276 | 147.99 | 
160 | 156.208 | 153.409 | 148.277 | 147.99 | 
160 | 156.208 | 153.409 | 148.277 | 147.99 | 
160 | 156.208 | 153.409 | 148.278 | 147.99 | 
160 | 156.209 | 153.408 | 148.278 | 147.99 | 
160 | 156.209 | 153.408 | 148.279 | 147.99 | 
160 | 156.209 | 153.408 | 148.279 | 147.99 | 
160 | 156.209 | 153.408 | 148.28 | 147.99 | 
160 | 156.209 | 153.408 | 148.28 | 147.99 | 
160 | 156.209 | 153.408 | 148.281 | 147.99 | 
160 | 156.209 | 153.408 | 148.281 | 147.99 | 
